known_col_0,known_col_1,known_col_2,known_col_3,known_col_4,known_col_5,known_col_6,known_col_7,known_col_8,y,is_accepted
0.8657606193186582,0.21918646256025606,-1.143393682506492,-0.5740503294086712,1.3183842537157406,0.5873203228142367,0.15620769425049616,-1.1187538459759965,-0.13430288540062021,0,0
-1.1067287888773323,-0.6672630062484025,0.1595691371556138,-1.431578454630584,0.12566971298003254,-1.429488600553487,1.8568913330525612,0.39856672057263093,0.9823290299483116,0,0
-0.5814816093290641,-0.6541228562661248,0.036704167764833255,-0.9376286268953424,-0.5605921899976334,0.0666394075266927,-0.6337490079912806,1.0759327906008584,0.5855538842341506,0,1
-1.9795462864205315,-0.013682014424451145,-1.06055930368777,-0.8476830351488001,1.1617027941464204,0.8601779566524321,0.2265641088700463,0.6828263475957703,1.1157926870857613,1,0
2.556832457202317,-1.0863863883157474,1.846816702030918,0.171657928135048,-0.897917471900387,-0.5027282600341229,0.13152107042876135,0.624482078123937,-1.0955635773194408,0,1
2.540298998538184,2.02977664271262,-0.28256198912105074,1.3555293841353118,0.6548381527030385,-0.39797306860480175,0.31529013157318514,-0.2438687708182392,-1.5320913613707128,1,0
-1.5130986065515941,0.8927247751255436,-1.2127633645237965,0.372610914641622,-1.6317577494376496,-0.3407812319811472,-0.8094934637547283,-0.02603025562658177,0.4708186961171412,0,1
1.0450704581255668,-0.36340976119348883,1.3274496621721403,-1.141980125042212,0.5547289262155316,-0.7597938113265543,0.44664863702457147,0.3342400191371248,0.005983657918631424,0,0
0.548081176093544,-0.49466647389727775,-1.915770085778911,0.8329146388767356,0.7007156856519271,-1.2561014102030292,1.6880288292678571,-0.8205477974114087,-0.5328808347016318,0,0
0.03953696323155986,0.596768235353583,-0.0021025226695831683,1.267618502503113,0.8056369190080769,1.0541986773452443,0.09149839315864629,0.8045436891273718,-0.49049557228314933,0,0
-0.9909925496359907,-0.3426242662078205,-1.1519187232733912,-0.7954153575230128,0.1415296392450175,-1.2433603392668282,1.8310162133051417,2.0216620702280608,0.6974913460126735,0,0
-0.6804188047131299,1.2328469115070315,0.2676398754687725,-1.565027976955265,0.5110074274631083,-0.5446650551039108,-1.4311747818384981,0.5411323809199245,0.860334839677188,1,0
